Hoarding Id,City,Location,Facing Traffic From,Traffic To,HOARDING SIZE,NAME OF ROAD,LANDMARK,TYPE OF AREA,LIT/NONLIT,BOARD LOCATION,Contact,Email,img_link,file_name
120, Satara,Powoi Naka Circle,,,40X25,,,,NL,Powoi Naka Circle,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Powai Naka Circle  40x25.jpg,1_Q00120_thumb_front
121, Satara,Powoi Naka Circle,,,25X30,,,,NL,Powoi Naka Circle,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara Powoi Naka Circle 25'x30'.jpg,1_Q00121_thumb_front
122, Satara,Bus stand road-Opp. D.B.Kadam Mkt.,,,40X20,,Opp. D.B.Kadam Mkt.,,NL,Bus stand road-Opp. D.B.Kadam Mkt.,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara-Bus Stand Road 40x20.jpg,1_Q00122_thumb_front
123, Satara,Bus stand road-Opp. D.B.Kadam Mkt.,,,40X20,,Opp. D.B.Kadam Mkt.,,NL,Bus stand road-Opp. D.B.Kadam Mkt.,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara-Bus Stand Road 40x20 _2.jpg,1_Q00123_thumb_front
124, Satara,Bus stand road-Opp. D.B.Kadam Mkt.,,,20X20,,Opp. D.B.Kadam Mkt.,,NL,Bus stand road-Opp. D.B.Kadam Mkt.,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara-Bus stand 20x10 2.jpg,1_Q00124_thumb_front
125, Satara,Bus Stand Road,,,40X20,,,,,Bus Stand Road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00125_thumb_front
126, Satara,Bus stand road.,,,40X30,Bus stand road.,,,,Bus stand road.,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara-Bus Stand Road  40x30.jpg,1_Q00126_thumb_front
127, Satara,Bus stand road.,,,40X30,Bus stand road.,,,,Bus stand road.,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara-Bus Stand Road  40x30_2.jpg,1_Q00127_thumb_front
128, Satara,Bus stand road.,,,40X20,Bus stand road.,,,,Bus stand road.,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara Bus Stand Road 40x20 (4).JPG,1_Q00128_thumb_front
129, Satara,Bus stand road.,,,35X20,Bus stand road.,,,,Bus stand road.,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara Bus Stand Road 40'x20' (2).JPG,1_Q00129_thumb_front
130, Satara,Bus stand,,,20X10,,,,NL,Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara-Bus stand 20x10 2.jpg,1_Q00130_thumb_front
131, Satara,Bus stand,,,20X20,,,,NL,Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara Bus Stand 20x20-.JPG,1_Q00131_thumb_front
132, Satara,Bus stand,,,20X20,,,,,Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara Bus Stand 20'x20' (3).JPG,1_Q00132_thumb_front
133, Satara,Bus stand,,,20X20,,,,,Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara Bus Stand 20'x20' (5).JPG,1_Q00133_thumb_front
134, Satara,Bus stand,,,20X15,,,,,Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara Bus Stand 20x15.jpg,1_Q00134_thumb_front
135, Satara,Rajwada Bus Stand,,,20X10,,,,NL,Rajwada Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara_Rajwada_Bus_stand_20x10__1_.JPG,1_Q00135_thumb_front
136, Satara,Rajwada Bus Stand,,,20X10,,,,NL,Rajwada Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara_Rajwada_Bus_Stand_20x10__3_.JPG,1_Q00136_thumb_front
137, Satara,Rajwada Bus Stand,,,20X10,,,,NL,Rajwada Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Copy of Satara_Rajwada_Bus_Stand_20x10__3_.JPG,1_Q00137_thumb_front
138, Satara,Rajwada Bus Stand,,,20X10,,,,,Rajwada Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Copy (2) of Satara_Rajwada_Bus_Stand_20x10__3_.JPG,1_Q00138_thumb_front
139, Satara,Rajwada Bus Stand,,,20X10,,,,NL,Rajwada Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara_Rajwada_Bus_Stand__20x10__10_.JPG,1_Q00139_thumb_front
140, Satara,Rajwada Bus Stand,,,20X20,,,,,Rajwada Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Copy of Satara_Rajwada_Bus_Stand__20x20__10_.JPG,1_Q00140_thumb_front
141, Satara,Rajwada Bus Stand,,,20X20,,,,,Rajwada Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara- Rajwada  20x20_3.jpg,1_Q00141_thumb_front
142, Satara,Rajwada Circle,,,20X10,,,,NL,Rajwada Circle,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara- Rajwada Circle 20x10.jpg,1_Q00142_thumb_front
143, Satara,Rajwada Circle,,,40X20,,,,NL,Rajwada Circle,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara- Rajwada  Circle 40x20.jpg,1_Q00143_thumb_front
144, Satara,Rajpath-Juna Davakhana,,,20X20,Rajpath,,,NL,Rajpath-Juna Davakhana,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Rajpath-Juna Davakhana 20x20.jpg,1_Q00144_thumb_front
145, Satara,Godoli Naka,,,50X20,,,,NL,Godoli Naka,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara -Godoli Naka 50x20.jpg,1_Q00145_thumb_front
146, Satara,Godoli Naka,,,42X10,,,,,Godoli Naka,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara -Godoli Naka 42x10.jpg,1_Q00146_thumb_front
147, Satara,Godoli Naka,,,25X20,,,,,Godoli Naka,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara-Godoli Naka FCG MIDC  LHS 25x20.jpg,1_Q00147_thumb_front
148, Satara,Godoli Naka,,,25X20,,,,,Godoli Naka,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara-Godoli Naka FCG MIDC  LHS 25x20_2.jpg,1_Q00148_thumb_front
149, Satara,Godoli Naka,,,40X20,,,,,Godoli Naka,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara  Godoli Naka 40x20.jpg,1_Q00149_thumb_front
150, Satara,Z.P.Road-Lucky Plaza,,,30X30,Z.P.Road,,,NL,Z.P.Road-Lucky Plaza,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara-Z.P Road  30x30.jpg,1_Q00150_thumb_front
151, Satara,Z.P.Road- Opp.Pushkar Mangal Karyalay,,,20X20,Z.P.Road,Opp.Pushkar Mangal Karyalay,,,Z.P.Road- Opp.Pushkar Mangal Karyalay,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara- Z. P. Road  20x20.jpg,1_Q00151_thumb_front
152, Satara,Z.P.Road- Opp.Pushkar Mangal Karyalay,,,20X20,Z.P.Road,Opp.Pushkar Mangal Karyalay,,,Z.P.Road- Opp.Pushkar Mangal Karyalay,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00152_thumb_front
153, Satara,Rajwada-Bus stand Side,,,70X8,,,,NL,Rajwada-Bus stand Side,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Rajwada-Bus stand Side 70x8.jpg,1_Q00153_thumb_front
154, Satara,Rajwada-Circle Side,,,70X8,,,,NL,Rajwada-Circle Side,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Rajwada-Bus stand Side 60x8.jpg,1_Q00154_thumb_front
155, Satara,Moti Chauk-Rajwada Side,,,24X8,,,,NL,Moti Chauk-Rajwada Side,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara Moti Chauk 24'x8'.JPG,1_Q00155_thumb_front
156, Satara,Moti Chauk-Devi Chauk Side,,,24X8,,,,NL,Moti Chauk-Devi Chauk Side,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00156_thumb_front
157, Satara,Nagarpalika-Bajaj Side,,,30X8,,,,NL,Nagarpalika-Bajaj Side,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satara Nagar palika Gantry 30'x8' (2).JPG,1_Q00157_thumb_front
158, Satara,Nagarpalika-Moti Chauk Side,,,30X8,,,,NL,Nagarpalika-Moti Chauk Side,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Nagarpalika-Moti Chauk Side 30x8.jpg,1_Q00158_thumb_front
159, Satara,"Shahu Chauk, Rajpath",,,15X20,Rajpath,,,NL,"Shahu Chauk, Rajpath",9225803751,operations.marquis@gmail.com,"http://www.marquisads.com/admin1/photos/Shahu Chauk, Rajpath 15x20.jpg",1_Q00159_thumb_front
160, Satara,Satara Taluka Places,Satara Taluka Places,Satara Taluka Places,Satara Taluka Places,Satara Taluka Places,Satara Taluka Places,Satara Taluka Places,Satara Taluka Places,Satara Taluka Places,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Wai-Bus stand  20x10.jpg,1_Q00160_thumb_front
161, Satara,Wai-Bus stand Chauk,,,20X10,,,,NL,Wai-Bus stand Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Wai-Bus stand  20x10.jpg,1_Q00161_thumb_front
162, Satara,Wai-Bus stand Chauk,,,20X10,,,,NL,Wai-Bus stand Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Wai-Bus stand  20x10_2.jpg,1_Q00162_thumb_front
163, Satara,Wai-Bus stand Chauk,,,20X10,,,,NL,Wai-Bus stand Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Wai Opp[1].Bus Stand 20'x10' (16).JPG,1_Q00163_thumb_front
164, Satara,Wai-Bus stand Chauk,,,20X10,,,,NL,Wai-Bus stand Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Wai Bus Stand  Facing Pachgani 20'x10' (3).JPG,1_Q00164_thumb_front
165, Satara,Wai-Near MSEB Office,,,20X10,,,,NL,Wai-Near MSEB Office,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Wai Main Road  20'x10' (6).JPG,1_Q00165_thumb_front
166, Satara,Umbraj-Opp Bus stand,,,20X10,,,,NL,Umbraj-Opp Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Umbraj Bus Stand 20x10_2.jpg,1_Q00166_thumb_front
167, Satara,Umbraj-Main road,,,20X10,Umbraj-Main road,,,NL,Umbraj-Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Umbraj-Main road  20x10.jpg,1_Q00167_thumb_front
168, Satara,Umraj-Main road,,,20X10,Umraj-Main road,,,NL,Umraj-Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Umbraj-Main road  20x10_2.jpg,1_Q00168_thumb_front
169, Satara,Dahiwadi-Phaltan Chauk,,,20X10,,,,NL,Dahiwadi-Phaltan Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Dahiwadi-Bus Stand  20x10.jpg,1_Q00169_thumb_front
170, Satara,Dahiwadi-Phaltan Chauk,,,20X10,,,,NL,Dahiwadi-Phaltan Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Dahiwadi-Bus Stand  20x10_2.jpg,1_Q00170_thumb_front
171, Satara,Vaduj-Bus stand,,,20X10,,,,NL,Vaduj-Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Vaduj-Bus stand Entry  20x10.jpg,1_Q00171_thumb_front
172, Satara,Vaduj-Bus stand,,,20X10,,,,NL,Vaduj-Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Vaduj-Bus stand Entry  20x10_2.jpg,1_Q00172_thumb_front
173, Satara,Lonand-Neera Phata,,,20X10,,,,NL,Lonand-Neera Phata,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Lonanad Neera Phata 20'x10' (6) 2.JPG,1_Q00173_thumb_front
174, Satara,Lonand-Neera Phata,,,20X10,,,,NL,Lonand-Neera Phata,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Lonanad Neera Phata 20'x10' (6) 1.JPG,1_Q00174_thumb_front
175, Satara,Shirwal-Near Bus stand,,,20X20,,,,NL,Shirwal-Near Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Shirwal 20'x20' 1.JPG,1_Q00175_thumb_front
176, Satara,Shirwal-Near Bus stand,,,20X20,,,,NL,Shirwal-Near Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Shirwal 20'x20' 2.JPG,1_Q00176_thumb_front
177, Satara,Panchgani-Main road,,,20X10,Panchgani-Main road,,,NL,Panchgani-Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Panchgani-Bus Stand road  20x10.jpg,1_Q00177_thumb_front
178, Satara,Panchgani-Main road,,,20X10,Panchgani-Main road,,,NL,Panchgani-Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Pachgani  Bus Stand Road 20'x10' (13).JPG,1_Q00178_thumb_front
179, Satara,Mahabaleshwar-Bus stand,,,20X10,,,,NL,Mahabaleshwar-Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Mahabaleshwar-Nr.Venna lake   30x20.jpg,1_Q00179_thumb_front
180, Satara,Karad City,Karad City ,Karad City ,Karad City,Karad City,Karad City,Karad City,Karad City,Karad City,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Copy (3) of Karad_Bus Stand Rd[1].40x10 (4).JPG,1_Q00180_thumb_front
181, Satara,Bus stand road,,,40X10,Bus stand road,,,NL,Bus stand road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Copy (3) of Karad_Bus Stand Rd[1].40x10 (4).JPG,1_Q00181_thumb_front
182, Satara,Bus stand road,,,20X10,Bus stand road,,,NL,Bus stand road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Copy of Karad_Bus Stand Rd[1].20x10 (4).JPG,1_Q00182_thumb_front
183, Satara,Bus stand road,,,40X10,Bus stand road,,,NL,Bus stand road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Copy (2) of Karad_Bus Stand Rd[1].20x10 (4).JPG,1_Q00183_thumb_front
184, Satara,Bus stand road,,,40X10,Bus stand road,,,NL,Bus stand road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Karad_Bus Stand Rd[1].40x10 (4).JPG,1_Q00184_thumb_front
185, Satara,College road,,,40X20,College road,,,NL,College road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/College Road 40x20.jpg,1_Q00185_thumb_front
186, Satara,Shahu Chauk,,,50X8,,,,NL,Shahu Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Karad Shahu Chauk 50x8.jpg,1_Q00186_thumb_front
187, Satara,Market Yard,,,40X10,,,,NL,Market Yard,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Karad Market Yard 40x10 (1).JPG,1_Q00187_thumb_front
188, Satara,Market Yard,,,20X10,,,,NL,Market Yard,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Karad Market Yard 20x10 (1).JPG,1_Q00188_thumb_front
189, Satara,Market Yard,,,20X10,,,,NL,Market Yard,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/CoKarad Market Yard 20x10 (2).JPG,1_Q00189_thumb_front
190, Satara,Market Yard,,,40X10,,,,NL,Market Yard,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Karad Market Yard 40x10 (2).JPG,1_Q00190_thumb_front
191, Satara,Sangam Chauk,,,40X20,,,,NL,Sangam Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Karad Sangam Chauk 40x20 2.JPG,1_Q00191_thumb_front
192, Satara,Sangam Chauk,,,40X10,,,,NL,Sangam Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Karad Sangam Chauk 40'x10'.JPG,1_Q00192_thumb_front
193, Satara,Sangam Flyover,,,40X20,,,,NL,Sangam Flyover,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Karad Sangam Flyover 40x20 (2).jpg,1_Q00193_thumb_front
194, Satara,Sangam Flyover,,,40X20,,,,NL,Sangam Flyover,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Karad_Sangam_Flyover_40_x20_.jpg,1_Q00194_thumb_front
195, Satara,Sangam Flyover,,,45X20,,,,NL,Sangam Flyover,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Karad Sangam Flyover 45x20 (13).JPG,1_Q00195_thumb_front
196, Satara,Sangam Chauk-Near Hotel Pankaj,,,20X20,,,,NL,Sangam Chauk-Near Hotel Pankaj,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Karad_Nr[1].Pankaj Hotel 20x20.JPG,1_Q00196_thumb_front
197, Satara,Sangam Chauk-Near Hotel Pankaj,,,20X20,,,,NL,Sangam Chauk-Near Hotel Pankaj,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Karad_Nr.Pankaj Hotel_20'x20' (2).JPG,1_Q00197_thumb_front
198, Satara,Malkapur,,,20X20,,,,NL,Malkapur,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Malkapur  Akshta  Manglakartalaya 20x20.jpg,1_Q00198_thumb_front
199, Satara,Malkapur opp Krishna Hospital,,,20X20,,,,NL,Malkapur opp Krishna Hospital,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Malkapur Opp.Krishna Hospital 20x20.jpg,1_Q00199_thumb_front
200, Satara,PHALTAN,PHALTAN ,,,PHALTAN,,PHALTAN,,PHALTAN,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Nana Patil Chauk 20x10.jpg,1_Q00200_thumb_front
201, Satara,Nana Patil Chauk,,,20X10,,,,NL,Nana Patil Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Nana Patil Chauk 20x10.jpg,1_Q00201_thumb_front
202, Satara,Nana Patil Chauk,,,20X10,,,,NL,Nana Patil Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Nana Patil Chauk 20x10 ( Shingte Sir Site Honda).jpg,1_Q00202_thumb_front
203, Satara,Nana Patil Chauk,,,20X10,,,,NL,Nana Patil Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Phaltan Nana Patil Chauk 20'x10'(2).jpg,1_Q00203_thumb_front
204, Satara,Bus stand,,,20X10,,,,NL,Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Bus stand 20x 20.jpg,1_Q00204_thumb_front
205, Satara,Bus stand,,,20X10,,,,NL,Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Bus stand 20x 20_2.jpg,1_Q00205_thumb_front
206, Satara,Bus stand,,,20X10,,,,NL,Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Phaltan_Bus Stand_20x10.jpg,1_Q00206_thumb_front
207, Satara,Ambedkar Chauk,,,20X10,,,,NL,Ambedkar Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Ambedkar  Chauk  40x10.jpg,1_Q00207_thumb_front
208, Satara,Ambedkar Chauk,,,20X10,,,,NL,Ambedkar Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Copy of Phaltan Ambedkar Chauk 20'x10'.JPG,1_Q00208_thumb_front
209, Satara,Ambedkar Chauk,,,20X10,,,,NL,Ambedkar Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Copy (2) of Phaltan Ambedkar Chauk 20'x10'.JPG,1_Q00209_thumb_front
210, Satara,Baramati Bridge,,,24X10,,,,NL,Baramati Bridge,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Phaltan_Baramati_Bridge_24_x10___1_.JPG,1_Q00210_thumb_front
211, Satara,Sangli City,Sangli City ,Sangli City ,Sangli City,Sangli City,Sangli City,Sangli City,Sangli City,Sangli City,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli Station Road 20'x20'.jpg,1_Q00211_thumb_front
212, Satara,Station road,,,20X20,Station road,,,NL,Station road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli Station Road 20'x20'.jpg,1_Q00212_thumb_front
213, Satara,Market Yard,,,20X20,,,,NL,Market Yard,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli station Road 20x20.JPG,1_Q00213_thumb_front
214, Satara,College corner,,,20X7,,,,NL,College corner,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli_College_Corner_20x7 Facing Madhavnagar.JPG,1_Q00214_thumb_front
215, Satara,Vishrambaug,,,40X10,,,,NL,Vishrambaug,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli vishrambhag chowk 40x10.JPG,1_Q00215_thumb_front
216, Satara,Ram Mandir Chauk,,,25X20,,,,NL,Ram Mandir Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli_Ram Mandir_25'x20'.JPG,1_Q00216_thumb_front
217, Satara,Shastri Chauk,,,20X20,,,,NL,Shastri Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli_Shastri_Chauk_20x20__3_.JPG,1_Q00217_thumb_front
218, Satara,Amrai,,,20X20,,,,NL,Amrai,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli Amrai 20'x20' (1).JPG,1_Q00218_thumb_front
219, Satara,Amrai,,,20X20,,,,NL,Amrai,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli Amrai 40'x10'.JPG,1_Q00219_thumb_front
220, Satara,Shastri Chauk,,,40X10,,,,NL,Shastri Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli_Shastri_Chauk_20x20__3_.JPG,1_Q00220_thumb_front
221, Satara,Station road,,,40X20,Station road,,,NL,Station road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli_Station_Road_40x20_.JPG,1_Q00221_thumb_front
222, Satara,Azad Chauk,,,40X10,,,,NL,Azad Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli Azad Chauk 40x10 (2).JPG,1_Q00222_thumb_front
223, Satara,Ram Mandir Chauk,,,25X20,,,,NL,Ram Mandir Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli Ram Mandir Chauk 25'x20' (1).JPG,1_Q00223_thumb_front
224, Satara,Madhavnagar road,,,20X10,Madhavnagar road,,,NL,Madhavnagar road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli_Madhavnagar_20x10 (2).JPG,1_Q00224_thumb_front
225, Satara,Tilak Chauk,,,20X10,,,,NL,Tilak Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sangli Tilak Chauk 20x10 (2).JPG,1_Q00225_thumb_front
226, Sangli,Sangli Taluka Place,,,,,,,,Sangli Taluka Place,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Islampur_Main_Road_20x10.JPG,1_Q00226_thumb_front
227, Sangli,Islampur-Main road,,,20X10,Islampur-Main road,,,NL,Islampur-Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Islampur_Main_Road_20x10.JPG,1_Q00227_thumb_front
228, Sangli,Islampur-Bus stand,,,20X10,,,,NL,Islampur-Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Islampur_Bus_Stand_20x10_.JPG,1_Q00228_thumb_front
229, Sangli,Islampur-Bus stand,,,20X10,,,,NL,Islampur-Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/islampur Main Road 20'x10' (2).JPG,1_Q00229_thumb_front
230, Sangli,Islampur-Bus stand,,,20X10,,,,NL,Islampur-Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Islampur_Bus_Stand_20_x10_3_.JPG,1_Q00230_thumb_front
231, Sangli,Islampur-Bus stand,,,20X10,,,,NL,Islampur-Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Islampur_Bus Stand_20x10 (5).JPG,1_Q00231_thumb_front
232, Sangli,Ashta Bus Stand,,,20X10,,,,NL,Ashta Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Ashta_Bus_Stand_20X10(1) .JPG,1_Q00232_thumb_front
233, Sangli,Ashta Bus Stand,,,20X10,,,,NL,Ashta Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Ashta_Bus_Stand_20X10(2) .JPG,1_Q00233_thumb_front
234, Sangli,Vita Bus Stand,,,20X10,,,,NL,Vita Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Vita_Bus_Stand_20X10 (1).JPG,1_Q00234_thumb_front
235, Sangli,Vita Bus Stand,,,20X10,,,,NL,Vita Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Vita_Bus_Stand_20X10 (2).jpg,1_Q00235_thumb_front
236, Sangli,Vita Karad road,,,20X10,Vita Karad road,,,NL,Vita Karad road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/252- Vita_Karad  Road_20x10 (3).JPG,1_Q00236_thumb_front
237, Sangli,Vita Karad road,,,20X10,Vita Karad road,,,NL,Vita Karad road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/251-Vita_Karad  Road_20x10 (10).JPG,1_Q00237_thumb_front
238, Sangli,Tasgaon Bus Stand,,,20X10,,,,NL,Tasgaon Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Tasgaon_Main_Road_20x10__7_.JPG,1_Q00238_thumb_front
239, Sangli,Tasgaon Bus Stand,,,20X10,,,,NL,Tasgaon Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Tasgaon Bus stand 20'x10' (21).JPG,1_Q00239_thumb_front
240, Sangli,Tasgaon Vita road,,,20X10,Tasgaon Vita road,,,NL,Tasgaon Vita road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Tasgaon Vita Road ( 1)  20x10.jpg,1_Q00240_thumb_front
